target_chembl_id,chembl_id,molregno,assay_chembl_id,src_id,src_short_name,journal,pubmed_id,doi,tid,uniprotId,pref_name,organism,standard_value,standard_units,standard_relation,pchembl_value,isHighQualityProbe,isTherapeuticTarget,proteinClass,concatenated_sources
CHEMBL2778,"CHEMBL2387408,CHEMBL363392","328286,1564184","CHEMBL882493,CHEMBL2388857",1,LITERATURE,J Med Chem,"2.3678871E7,1.6134951E7","10.1021/jm400459m,10.1021/jm0402162",12909,Q12908,Ileal bile acid transporter,Homo sapiens,"42.0,0.28",nM,=,"7.38,9.55",false,true,Transporter,"impc,chembl,impc,ot_genetics_portal,chembl"
CHEMBL280,"CHEMBL440498,CHEMBL473326,CHEMBL279785,CHEMBL75094,CHEMBL500351,CHEMBL190506,CHEMBL3337894,CHEMBL206815,CHEMBL1939876,CHEMBL516206","1274725,455639,455636,456620,319453,126117,1792388,23430,120195,341940","CHEMBL5118951,CHEMBL4000924,CHEMBL829242,CHEMBL940646,CHEMBL1942128,CHEMBL3387086,CHEMBL867737,CHEMBL717446,CHEMBL4031375,CHEMBL1003623",1,LITERATURE,"Bioorg Med Chem,Bioorg Med Chem Lett,J Med Chem","1.0579818E7,3.5969157E7,2.5330343E7,1.9095454E7,1.5911259E7,1.8364257E7,2.7966948E7,1.6426848E7,2.8953404E7,2.2017539E7","10.1021/jm201129m,10.1021/acs.jmedchem.7b01001,10.1021/jm501284e,10.1021/acs.jmedchem.1c01855,10.1021/jm990330y,10.1016/j.bmc.2008.03.018,10.1016/j.bmc.2008.11.067,10.1016/j.bmcl.2005.12.020,10.1016/j.bmcl.2005.03.105,10.1021/acs.jmedchem.6b01007",11024,P45452,Matrix metalloproteinase 13,Homo sapiens,"8.0,1.0,0.01,0.74,0.038,700.0,0.1,1600.0,7.8,0.19",nM,=,"9.72,9.0,9.13,10.42,11.0,10.0,8.1,8.11,5.8,6.16","false,true","false,true",Enzyme,"chemicalProbes,chembl"
CHEMBL2801,CHEMBL603469,597145,CHEMBL1908467,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,11622,Q13557,CaM kinase II delta,Homo sapiens,8.8,nM,=,8.06,false,false,Kinase,ot_genetics_portal
CHEMBL2808,"CHEMBL4284414,CHEMBL595222,CHEMBL594288,CHEMBL595936,CHEMBL595011,CHEMBL1023,CHEMBL1097140,CHEMBL603636,CHEMBL59030,CHEMBL594063,CHEMBL594367,CHEMBL593814,CHEMBL456237,CHEMBL594994,CHEMBL62136,CHEMBL596591,CHEMBL604907,CHEMBL594984,CHEMBL596592,CHEMBL594983,CHEMBL594757,CHEMBL573677,CHEMBL595248,CHEMBL1094741,CHEMBL594050,CHEMBL595483,CHEMBL603956,CHEMBL595118","592755,2323862,592756,626810,592880,592881,592678,592679,592853,515833,593006,592680,592854,592754,593835,592646,573017,592647,592821,592822,592823,92776,119498,627096,592788,592789,592790,92600","CHEMBL1679774,CHEMBL1047697,CHEMBL4049685,CHEMBL947300,CHEMBL3817026,CHEMBL1105797,CHEMBL4774994,CHEMBL1069926,CHEMBL1054462,CHEMBL1071219",1,LITERATURE,"Bioorg Med Chem Lett,J Med Chem,Eur J Med Chem","2.0005711E7,2.8169169E7,3.296148E7,1.9932617E7,2.1218783E7,1.9717304E7,2.6990539E7,2.0006495E7,2.0382019E7,1.8973288E7","10.1016/j.bmcl.2009.08.036,10.1016/j.ejmech.2020.112793,10.1021/jm800799q,10.1016/j.bmcl.2017.01.066,10.1016/j.bmcl.2009.11.098,10.1016/j.bmcl.2010.03.031,10.1021/acs.jmedchem.5b02029,10.1016/j.bmcl.2009.11.099,10.1021/jm101063h,10.1016/j.bmcl.2009.10.132",11269,Q13133,LXR-alpha,Homo sapiens,"179.0,44.0,5.7,38.0,22.0,5.1,2.7,2.4,1.0,5.6,7.3,5.4,10.0,1.7,3.0,1.5,196.0,9.0,4.0,25.0,160.0,24.0,13.0,3.2,7.0,74.0,4.2",nM,=,"8.14,7.62,8.82,8.57,7.89,8.29,7.36,8.38,7.42,8.27,8.52,8.77,9.0,8.49,8.25,8.0,8.24,6.71,7.66,7.13,7.6,8.62,6.8,8.15,8.4,6.75,8.05","false,true","false,true",NR,"impc,ot_genetics_portal,chembl,chemicalProbes,chembl"
CHEMBL2835,"CHEMBL4297507,CHEMBL4435170,CHEMBL4650343,CHEMBL221959,CHEMBL4116008,CHEMBL1795071,CHEMBL2105759,CHEMBL4594441,CHEMBL603469,CHEMBL3137308,CHEMBL1287853,CHEMBL3622821,CHEMBL1789941,CHEMBL1078178,CHEMBL4789639,CHEMBL502835,CHEMBL3655081,CHEMBL3301607,CHEMBL3622820,CHEMBL535,CHEMBL3039513","1987927,2335478,13048,2526230,2342179,2255359,617563,1966506,2486603,367860,1378029,1966507,1153572,522730,714243,1626739,1763569,597145,1158402,1592331,2464872","CHEMBL3625889,CHEMBL3766652,CHEMBL4612619,CHEMBL4272393,CHEMBL2186173,CHEMBL4775580,CHEMBL1908555,CHEMBL1244465,CHEMBL4377474,CHEMBL4666929,CHEMBL5210327,CHEMBL990527,CHEMBL1908556,CHEMBL4630015,CHEMBL4124181,CHEMBL5131643,CHEMBL2155758,CHEMBL5120637","1,65","LIT_EUBOPEN_CGL,LITERATURE","ACS Med Chem Lett,Blood,Bioorg Med Chem Lett,J Med Chem,Proc Natl Acad Sci U S A,Nat Biotechnol","3.1318208E7,1.9654408E7,2.9852068E7,1.8077425E7,3.6385926E7,2.6351728E7,3.3370104E7,2.6701356E7,2.2037378E7,2.2591402E7,3.3539089E7,3.2462873E7,2.306166E7,3.0981576E7,3.2511913E7,2.9969256E7","10.1038/nbt.1990,10.1021/acs.jmedchem.0c00359,10.1021/acsmedchemlett.2c00411,10.1021/acs.jmedchem.5b01263,10.1073/pnas.0707498104,10.1021/acs.jmedchem.9b00444,10.1021/acs.jmedchem.0c01467,10.6019/CHEMBL5210307,10.1021/jm3012239,10.1021/jm300438j,10.1182/blood-2009-05-222034,10.1021/acs.jmedchem.8b00571,10.1021/acs.jmedchem.0c01698,10.1016/j.bmcl.2019.04.008,10.1021/acs.jmedchem.0c00450,10.1021/acs.jmedchem.8b00294,10.1021/acs.jmedchem.5b01857",10919,P23458,Tyrosine-protein kinase JAK1,Homo sapiens,"2.0,8.8,2.1,5.1,12.0,1.0,11.0,0.5,4.8,10.0,2.8,0.09,3.9,0.89,18.0,7.8,0.99,9.0",nM,=,"8.55,8.7,8.41,8.32,7.92,8.29,7.96,8.06,9.0,8.0,7.75,8.68,10.05,8.11,9.05,9.3,8.05","false,true",true,Kinase,"impc,chembl,cancer_gene_census,impc,chembl,impc,intogen,ot_genetics_portal,chemicalProbes,chembl,eva_somatic,cancer_gene_census,chembl,cancer_gene_census,impc,intogen,chembl,eva_somatic,cancer_gene_census,impc,ot_genetics_portal,chemicalProbes,chembl,eva_somatic,cancer_gene_census,chembl,eva_somatic,cancer_gene_census,impc,ot_genetics_portal,chembl,eva_somatic,cancer_gene_census,intogen,chembl,eva_somatic,cancer_gene_census,chembl,impc,intogen,ot_genetics_portal,chembl,eva_somatic,cancer_gene_census"
CHEMBL286,"CHEMBL1639,CHEMBL3350189,CHEMBL31601,CHEMBL3545059,CHEMBL165706,CHEMBL1560,CHEMBL4110551","1926908,42751,1798800,444750,278478,2249902,480746","CHEMBL803234,CHEMBL5142291,CHEMBL803244,CHEMBL801709,CHEMBL2155356,CHEMBL2027644",1,LITERATURE,"ACS Med Chem Lett,Bioorg Med Chem Lett,J Med Chem","3.5939295E7,2.4900262E7,2.4900544E7,1.0360744E7,6267277.0","10.1021/ml300168e,10.1021/ml200137x,10.1016/S0960-894X(00)80673-3,10.1016/s0960-894x(99)00195-x,10.1021/acs.jmedchem.2c00834,10.1021/jm00136a001",11225,P00797,Renin,Homo sapiens,"2.0,0.025,1.7,1.5,0.4",nM,=,"8.77,8.7,9.4,8.82,10.6","false,true","false,true",Enzyme,"impc,chemicalProbes,chembl,impc,chembl,impc,eva,chembl,chemicalProbes,impc,eva,orphanet,clingen,chembl,uniprot_variants"
CHEMBL2864,CHEMBL407874,440654,CHEMBL2176221,1,LITERATURE,Bioorg Med Chem Lett,2.2932317E7,10.1016/j.bmcl.2012.08.008,12737,P16455,6-O-methylguanine-DNA methyltransferase,Homo sapiens,39.0,nM,=,7.41,false,false,Enzyme,"impc,chemicalProbes,cancer_gene_census"
CHEMBL2872,CHEMBL2436978,1586133,CHEMBL2439775,1,LITERATURE,J Med Chem,2.4044867E7,10.1021/jm401094t,12038,P80192,Mitogen-activated protein kinase kinase kinase 9,Homo sapiens,19.0,nM,=,7.72,false,false,Kinase,chemicalProbes
CHEMBL289,"CHEMBL19019,CHEMBL27,CHEMBL52440,CHEMBL567,CHEMBL490,CHEMBL80,CHEMBL41,CHEMBL1173532,CHEMBL2387742,CHEMBL190461,CHEMBL15245,CHEMBL1294,CHEMBL54,CHEMBL118,CHEMBL564,CHEMBL1648,CHEMBL15023,CHEMBL479,CHEMBL71,CHEMBL728,CHEMBL415,CHEMBL153479,CHEMBL1754,CHEMBL252556,CHEMBL809,CHEMBL1175,CHEMBL1708,CHEMBL85,CHEMBL445,CHEMBL641,CHEMBL1089","18694,996,14882,6643,148018,6216,15191,16505,37266,1370,581848,53616,650400,192908,549367,2223,255477,5970,27342,253571,2262,3859,486789,7714,6902,16391,318390,21459,1564522,77456,418736","CHEMBL998748,CHEMBL5140379,CHEMBL3534775,CHEMBL1176754,CHEMBL5096656,CHEMBL754768,CHEMBL4687733,CHEMBL832148,CHEMBL1909136,CHEMBL1647135,CHEMBL3541094,CHEMBL1023618,CHEMBL827154,CHEMBL2432537","15,1","DRUGMATRIX,LITERATURE","Bioorg Med Chem,Bioorg Med Chem Lett,J Med Chem,Drug Metab Dispos,J Nat Prod,Eur J Med Chem","2.4050112E7,1.5993593E7,1.9359175E7,3.2804502E7,1.5481972E7,2.1093273E7,2.3033255E7,8487254.0,2.2328583E7,3.3356248E7,2.052797E7,1.8672364E7,3.567969E7","10.1021/jm100481d,10.1021/jm400766k,10.1021/acs.jnatprod.0c00965,10.1124/dmd.112.048264,10.1124/dmd.111.043505,10.1016/j.ejmech.2022.114512,10.1021/acs.jmedchem.0c00724,10.1016/j.bmcl.2009.03.090,10.1016/j.bmcl.2008.07.049,10.1016/j.bmc.2010.10.034,10.1021/jm049934e,10.1016/j.bmcl.2005.06.007,10.1021/jm00061a004",11365,P10635,Cytochrome P450 2D6,Homo sapiens,"2.0,120.0,557.4,1490.0,1900.0,3640.0,2000.0,1772.6,4790.0,5800.0,1000.0,100.0,300.0,1400.0,3000.0,170.0,960.0,700.0,2420.0,8.4,40.8,5273.4,3946.5",nM,=,"5.7,6.77,8.7,5.24,5.72,5.85,6.25,6.0,5.4,5.75,7.39,6.16,5.44,6.92,5.32,5.62,5.28,6.02,5.83,8.08,5.52,6.52,7.0",false,false,Enzyme,"ot_genetics_portal,ot_genetics_portal,chemicalProbes"
CHEMBL291,"CHEMBL19449,CHEMBL484785,CHEMBL511115,CHEMBL63,CHEMBL193240","4872,520269,321696,451253,23745","CHEMBL1003883,CHEMBL4709037,CHEMBL3875438,CHEMBL4273591,CHEMBL855488",1,LITERATURE,"J Med Chem,Eur J Med Chem","1.7228876E7,3.005244E7,3.2717478E7,2.7597413E7,1.8686943E7","10.1021/acs.jmedchem.8b00407,10.1016/j.ejmech.2020.112492,10.1021/jm800582j,10.1021/jm060904g,10.1016/j.ejmech.2016.08.052",11396,Q08493,Phosphodiesterase 4C,Homo sapiens,"239.0,118.0,610.0,1.7,55.0",nM,=,"8.77,7.26,6.21,6.93,6.62",false,true,Enzyme,"impc,ot_genetics_portal,chembl,chembl"
CHEMBL2925,CHEMBL41355,61945,CHEMBL4403832,1,LITERATURE,J Med Chem,3.1815462E7,10.1021/acs.jmedchem.9b00796,12005,Q9NR82,Voltage-gated potassium channel subunit Kv7.5,Homo sapiens,800.0,nM,=,6.1,false,true,IC,"ot_genetics_portal,chembl"
CHEMBL2954,"CHEMBL3093934,CHEMBL3093929,CHEMBL3093936,CHEMBL3093822,CHEMBL3093942,CHEMBL3093944,CHEMBL481611,CHEMBL3093926,CHEMBL249915,CHEMBL200884,CHEMBL3093947,CHEMBL3093823,CHEMBL3093930,CHEMBL3093928,CHEMBL3093935,CHEMBL3093824,CHEMBL501849,CHEMBL3093932,CHEMBL3093948,CHEMBL3093826,CHEMBL3093946,CHEMBL3093829,CHEMBL3093941,CHEMBL3093933,CHEMBL371064,CHEMBL3093827,CHEMBL1209145,CHEMBL3093940,CHEMBL2207559,CHEMBL3093945,CHEMBL3093828,CHEMBL3093927,CHEMBL3093825,CHEMBL3093931","451744,1447205,1608326,1608318,1608327,1608319,1608320,332253,332325,1608321,413426,1608322,1608212,1608314,1608213,474601,1608315,1608214,1608316,1608317,1608208,1608209,1608332,682945,1608333,1608312,1608210,1608211,1608334,1608313,1608328,1608207,1608330,1608331","CHEMBL945093,CHEMBL864512,CHEMBL2213244,CHEMBL3096514,CHEMBL1675933,CHEMBL1211788,CHEMBL923075",1,LITERATURE,"Bioorg Med Chem Lett,J Med Chem,Antimicrob Agents Chemother","2.4224654E7,1.7590332E7,2.0598883E7,1.6302795E7,1.8226527E7,2.3084902E7,1.9171797E7","10.1021/jm0504961,10.1021/jm401528k,10.1016/j.bmcl.2012.09.054,10.1016/j.bmcl.2007.12.047,10.1128/aac.01058-08,10.1016/j.bmcl.2007.06.023,10.1016/j.bmcl.2010.06.072",11534,P25774,Cathepsin S,Homo sapiens,"2.0,800.0,1.0,12.0,11.0,0.5,6.0,1.8,10.0,2.8,3.0,0.9,18.0,0.3,2900.0,0.8,4.0,0.7,26.0,7.2,45.0,5.3,13.0,7.0,0.4",nM,=,"8.55,8.14,8.7,6.1,7.92,7.89,5.54,7.96,9.1,7.35,7.58,8.52,9.0,8.74,9.15,8.0,9.4,7.75,8.28,9.52,8.15,8.4,9.05,9.3,8.22","false,true",false,Enzyme,"ot_genetics_portal,impc,chemicalProbes,impc,ot_genetics_portal"
CHEMBL2959,"CHEMBL209148,CHEMBL1873475,CHEMBL3900554,CHEMBL3298371,CHEMBL535,CHEMBL2441112","2109925,1214046,350235,1762708,13048,1587623","CHEMBL3858960,CHEMBL5045466,CHEMBL1908717,CHEMBL3380548,CHEMBL2446687",1,LITERATURE,"ACS Med Chem Lett,J Med Chem,Nat Biotechnol","2.490059E7,3.5099969E7,2.758377E7,2.491887E7,2.2037378E7","10.1021/ml400206q,10.1038/nbt.1990,10.1021/acs.jmedchem.6b01088,10.1021/jm500550e,10.1021/acs.jmedchem.1c02208",10918,Q08881,Tyrosine-protein kinase ITK/TSK,Homo sapiens,"15.0,3.981,2.7,10.3,0.7,13.0",nM,=,"9.15,8.57,7.89,7.82,8.4,7.99","false,true","false,true",Kinase,"impc,chembl,cancer_gene_census,impc,chembl,chemicalProbes"
CHEMBL2964,"CHEMBL507361,CHEMBL105442,CHEMBL2103875,CHEMBL288441,CHEMBL1230609,CHEMBL603469","1376145,169054,692959,597145,453228,62111","CHEMBL5131723,CHEMBL1908834,CHEMBL3135550,CHEMBL5209950","1,65","LIT_EUBOPEN_CGL,LITERATURE","J Med Chem,Medchemcomm,Nat Biotechnol","2.2037378E7,3.3539089E7","10.1038/nbt.1990,10.1039/C3MD00290J,10.6019/CHEMBL5209897,10.1021/acs.jmedchem.0c01467",11046,P36507,Dual specificity mitogen-activated protein kinase kinase 2,Homo sapiens,"9.9,1.6,14.0,3.9,13.0,17.0",nM,=,"8.8,8.0,8.41,7.77,7.89,7.85",false,true,Kinase,"chembl,cancer_gene_census,chembl,eva_somatic,cancer_gene_census,chemicalProbes,chembl,eva_somatic,cancer_gene_census"
CHEMBL2971,"CHEMBL3589166,CHEMBL1079077,CHEMBL601719,CHEMBL4297507,CHEMBL3330125,CHEMBL1078275,CHEMBL3545215,CHEMBL4167286,CHEMBL4594441,CHEMBL3589164,CHEMBL2105759,CHEMBL1078274,CHEMBL603469,CHEMBL1287853,CHEMBL1078971,CHEMBL4243458,CHEMBL1789941,CHEMBL3330129,CHEMBL4167685,CHEMBL3589328,CHEMBL1078767,CHEMBL2107823,CHEMBL4165344,CHEMBL221976,CHEMBL1078688,CHEMBL3039513,CHEMBL1078689,CHEMBL3330104,CHEMBL3330124,CHEMBL4164238,CHEMBL221959,CHEMBL4116008,CHEMBL3330130,CHEMBL2178804,CHEMBL4168763,CHEMBL1078005,CHEMBL1078866,CHEMBL4582651,CHEMBL3137308,CHEMBL2208034,CHEMBL3330122,CHEMBL3622821,CHEMBL1078277,CHEMBL2035187,CHEMBL1078178,CHEMBL495727,CHEMBL1078276,CHEMBL1079078,CHEMBL502835,CHEMBL4170168,CHEMBL4298138,CHEMBL1774055,CHEMBL1078889,CHEMBL1079593","617349,617633,1380093,2270317,1447684,1927064,1789117,1145098,1789096,2336109,2335478,1789118,2255359,1950311,617346,617418,1966507,617419,714243,522730,617347,617420,2453082,2464872,2270716,2273199,2267269,2308029,367885,611731,494066,1950476,617205,617417,617563,2268375,2271794,367860,1153572,1378029,1344709,1626739,617202,1439603,1950313,1789122,602271,1592331,597145,617203,617204,617348,1789123,1789115","CHEMBL4150584,CHEMBL4309397,CHEMBL3374493,CHEMBL1108564,CHEMBL3625653,CHEMBL1908670,CHEMBL4341683,CHEMBL3877344,CHEMBL3766653,CHEMBL4233426,CHEMBL3404501,CHEMBL5120638,CHEMBL5035179,CHEMBL3592849,CHEMBL4416474,CHEMBL2186596,CHEMBL1107753,CHEMBL4429337,CHEMBL5131640,CHEMBL4836465,CHEMBL981410,CHEMBL4630016,CHEMBL4714135,CHEMBL3627422,CHEMBL5150282,CHEMBL2214787,CHEMBL908418,CHEMBL3299201,CHEMBL4482009",1,LITERATURE,"ACS Med Chem Lett,Bioorg Med Chem,Bioorg Med Chem Lett,J Med Chem,Nat Biotechnol","2.5987372E7,2.6288683E7,3.0981578E7,3.1609613E7,2.2037378E7,2.4417533E7,3.0853331E7,3.3539089E7,2.7519462E7,3.3481605E7,3.3570945E7,2.306166E7,2.7541357E7,2.9870256E7,2.5882525E7,3.2511913E7,2.9945795E7,2.9940115E7,2.6320619E7,1.9762238E7,2.5009002E7,3.6385926E7,2.6701356E7,1.6934457E7,1.9320489E7,2.312789E7,3.4058344E7,3.4253025E7","10.1016/j.bmcl.2018.06.037,10.1021/acsmedchemlett.2c00411,10.1016/j.bmcl.2006.08.022,10.1021/jm3012239,10.1016/j.bmc.2015.03.059,10.1021/jm401490p,10.1021/acs.jmedchem.9b00533,10.1016/j.bmcl.2021.128149,10.1021/acs.jmedchem.8b00667,10.1016/j.bmc.2019.03.009,10.1016/j.bmcl.2009.08.071,10.1016/j.bmcl.2019.04.011,10.1016/j.bmcl.2015.04.101,10.1016/j.bmcl.2015.07.102,10.1021/acs.jmedchem.0c00450,10.1021/acs.jmedchem.5b01857,10.1021/acsmedchemlett.5b00226,10.1038/nbt.1990,10.1021/acs.jmedchem.6b00157,10.1021/acs.jmedchem.0c01511,10.1021/jm8012129,10.1016/j.bmc.2014.06.025,10.1021/acs.jmedchem.0c01952,10.1021/acs.jmedchem.0c01467,10.1016/j.bmcl.2012.10.007,10.1021/acs.jmedchem.8b00393,10.1016/j.bmc.2016.07.069,10.1021/acs.jmedchem.1c00712",10938,O60674,Tyrosine-protein kinase JAK2,Homo sapiens,"1.04,12.0,20.0,2.4,11.0,6.0,10.0,3.0,0.9,0.1,0.15,2.2,0.75,0.036,0.8,1.2,14.0,13.0,2.0,1.0,6.1,0.5,2.8,0.48,18.0,2.6,16.0,9.0,5.0,8.0,0.45,4.0,10.99",nM,=,"8.55,9.12,8.7,8.21,7.92,10.0,8.1,7.96,9.1,8.92,7.85,8.52,7.7,8.62,8.59,8.66,9.3,8.22,8.3,9.82,7.89,9.35,8.98,7.8,9.0,8.0,7.75,9.32,8.4,10.44,9.05,8.05","false,true","false,true",Kinase,"ot_genetics_portal,chembl,impc,ot_genetics_portal,chembl,uniprot_literature,impc,eva,intogen,ot_genetics_portal,gene_burden,chembl,eva_somatic,uniprot_variants,cancer_gene_census,chembl,cancer_gene_census,impc,intogen,chembl,eva_somatic,cancer_gene_census,uniprot_literature,impc,eva,intogen,ot_genetics_portal,gene_burden,chemicalProbes,chembl,eva_somatic,uniprot_variants,cancer_gene_census,uniprot_literature,impc,eva,intogen,ot_genetics_portal,chemicalProbes,gene_burden,chembl,uniprot_variants,eva_somatic,cancer_gene_census,chemicalProbes,chembl,uniprot_literature,impc,eva,intogen,ot_genetics_portal,gene_burden,chembl,eva_somatic,cancer_gene_census,uniprot_literature,impc,eva,intogen,ot_genetics_portal,gene_burden,chembl,uniprot_variants,eva_somatic,cancer_gene_census"
CHEMBL2973,"CHEMBL1971943,CHEMBL3426621,CHEMBL2216825,CHEMBL3545065,CHEMBL239816,CHEMBL4594250","1926914,1293234,2464681,410074,1844006,1448173","CHEMBL5210436,CHEMBL5150293,CHEMBL4668589,CHEMBL887137,CHEMBL3429819,CHEMBL4201784","1,65","LIT_EUBOPEN_CGL,LITERATURE","Bioorg Med Chem Lett,J Med Chem,J Nat Prod","3.3481605E7,3.0209946E7,2.5898023E7,3.2482069E7,1.7368019E7","10.1016/j.bmcl.2006.12.043,10.1021/acs.jnatprod.8b00544,10.1021/acs.jmedchem.0c01511,10.1021/acs.jmedchem.5b00308,10.1021/acs.jmedchem.9b01033,10.6019/CHEMBL5210307",11149,O75116,Rho-associated protein kinase 2,Homo sapiens,"2.0,1.1,11.0,3.8,13.0,4.2",nM,=,"8.42,8.7,7.89,7.96,8.96,8.38","false,true","false,true",Kinase,"impc,chembl,chemicalProbes"
CHEMBL3004,"CHEMBL58,CHEMBL197","4504,447087","CHEMBL4322537,CHEMBL1004854",1,LITERATURE,"J Biol Chem,J Med Chem","1.7646169E7,3.1465686E7","10.1021/acs.jmedchem.9b00963,10.1074/jbc.m703964200",12030,P33527,Multidrug resistance-associated protein 1,Homo sapiens,"35.0,27.5",nM,=,"7.56,7.46",false,"false,true",Transporter,"chemicalProbes,chemicalProbes,chembl"
CHEMBL3024,"CHEMBL1964263,CHEMBL1208959,CHEMBL1908394,CHEMBL3609306,CHEMBL1241855,CHEMBL1209017,CHEMBL1774328,CHEMBL1271590,CHEMBL513909,CHEMBL1933582,CHEMBL1208962,CHEMBL1209756,CHEMBL1209016,CHEMBL1794067,CHEMBL3344193,CHEMBL1208960,CHEMBL1738758,CHEMBL3609300,CHEMBL1964265,CHEMBL1615278,CHEMBL1793893,CHEMBL1209843,CHEMBL1976040,CHEMBL1208965,CHEMBL1793891,CHEMBL1209018,CHEMBL1208964,CHEMBL1222044,CHEMBL1209757,CHEMBL3609305,CHEMBL1793892,CHEMBL1233528,CHEMBL1209676,CHEMBL1774327,CHEMBL1794070,CHEMBL1933576,CHEMBL1209758,CHEMBL1208961,CHEMBL3609314,CHEMBL3609307,CHEMBL1272140,CHEMBL1209015,CHEMBL1794069,CHEMBL4066163,CHEMBL1208958,CHEMBL1209675,CHEMBL3609310,CHEMBL1208894,CHEMBL1964262,CHEMBL1793896,CHEMBL1208835,CHEMBL1794068,CHEMBL1933577,CHEMBL4074778,CHEMBL1208963,CHEMBL1964264,CHEMBL1209677,CHEMBL2392545,CHEMBL4078098,CHEMBL1793895,CHEMBL1208966,CHEMBL522709,CHEMBL1964261,CHEMBL1793894,CHEMBL493326,CHEMBL1933578,CHEMBL1271644","1285556,1157699,682814,1157526,1145373,682764,2206074,682756,1157701,1960167,2218009,682758,1285552,710844,1960169,683564,682760,1271042,710898,683481,1297331,683562,1796354,1271038,688476,1248755,1157527,682817,695878,1271036,1157523,682761,1285555,1157698,1960172,1157525,682763,682632,1157700,682815,683650,1145374,682757,1960176,1960168,477728,682759,1285553,2214689,711399,477572,1271037,701078,683482,1566128,683563,682691,1117805,1960162,682816,490644,1038289,1157522,683480,1285554,1157524,682762","CHEMBL1228766,CHEMBL3997183,CHEMBL3372890,CHEMBL960986,CHEMBL5210368,CHEMBL1272694,CHEMBL5131841,CHEMBL4018851,CHEMBL1908672,CHEMBL1777511,CHEMBL1936401,CHEMBL1212570,CHEMBL3395144,CHEMBL5097352,CHEMBL3610437","1,65","LIT_EUBOPEN_CGL,LITERATURE","Nat Chem Biol,ACS Med Chem Lett,Bioorg Med Chem Lett,J Med Chem,Nat Biotechnol,Eur J Med Chem","2.0932759E7,2.6191363E7,2.2154349E7,3.3765606E7,2.5556101E7,2.2037378E7,3.3539089E7,1.9237286E7,2.0594842E7,2.5304894E7,2.879276E7,2.1470862E7,2.8169164E7,1.7028581E7","10.1016/j.bmcl.2010.06.009,10.1038/nbt.1990,10.1016/j.ejmech.2021.113314,10.1016/j.bmcl.2014.12.060,10.1021/acsmedchemlett.5b00084,10.1038/nchembio825,10.6019/CHEMBL5210307,10.1021/acs.jmedchem.0c01467,10.1021/acs.jmedchem.7b00996,10.1016/j.bmcl.2011.03.054,10.1016/j.bmcl.2014.09.015,10.1016/j.bmcl.2011.11.065,10.1016/j.bmcl.2009.01.094,10.1016/j.bmcl.2016.10.009,10.1016/j.bmcl.2010.09.060",10907,P53350,Serine/threonine-protein kinase PLK1,Homo sapiens,"2.0,0.42,0.083,1.0,0.91,20.0,6.0,0.87,6.95,3.0,18.0,1.5,2.2,9.0,15.0,0.094,5.0,8.0,0.84,0.8,4.0,0.52,1.3,7.0,4.2",nM,=,"8.3,10.03,8.89,8.7,9.38,8.82,8.1,7.82,9.1,9.04,8.38,8.52,9.0,9.06,7.75,9.28,7.7,8.15,8.4,8.16,8.66,10.08,9.08,8.22,8.05","false,true","false,true",Kinase,"impc,chembl,impc,chemicalProbes,chembl,chemicalProbes,chembl"
CHEMBL3038459,CHEMBL3,115,CHEMBL745043,1,LITERATURE,J Med Chem,8765504.0,10.1021/jm960328w,107885,P30926,Nicotinic acetylcholine receptor alpha2/beta4,Homo sapiens,10000.0,nM,=,5.0,false,true,IC,"ot_genetics_portal,chembl"
CHEMBL3038469,"CHEMBL564829,CHEMBL14762,CHEMBL2103840,CHEMBL1944698","1276066,1376110,14221,559790","CHEMBL5123375,CHEMBL3856487,CHEMBL4346803,CHEMBL5123366",1,LITERATURE,J Med Chem,"3.5485642E7,2.7171036E7,3.054344E7","10.1021/acs.jmedchem.1c02064,10.1021/acs.jmedchem.6b00150,10.1021/acs.jmedchem.8b01469",107895,P24941,CDK2/Cyclin A2,Homo sapiens,"8.0,1.0,0.7,13.0",nM,=,"9.0,9.15,7.89,8.1",false,true,Kinase,"impc,chembl,chembl"
CHEMBL3038471,"CHEMBL3545083,CHEMBL1944698,CHEMBL4442620","2349629,1276066,1926932","CHEMBL4346774,CHEMBL3856513,CHEMBL3856523",1,LITERATURE,J Med Chem,"2.7171036E7,3.054344E7","10.1021/acs.jmedchem.6b00150,10.1021/acs.jmedchem.8b01469",107897,"P24864,Q00526",CDK3/Cyclin E,Homo sapiens,"2.0,9.0,3.0",nM,=,"8.52,8.7,8.05",false,"false,true","None,Kinase","chembl,impc,cancer_gene_census"
